0C7C7B,Scranton,2017-02-22,0C7C7B
5FDD05,Scranton,2017-05-03,5FDD05
CF237F,Erie,2016-10-28,CF237F
AFB2B9,Upper Darby,2016-11-28,AFB2B9
A577EB,Scranton,2017-05-20,A577EB
E1DFDC,Bethlehem,2017-06-02,E1DFDC
C5D979,Pittsburgh,2017-01-24,C5D979
1A9064,Allentown,2016-12-15,1A9064
0F57A3,Lower Merion,2016-11-07,0F57A3
087DFE,Scranton,2017-08-07,087DFE
AA0FDA,Levittown,2017-07-16,AA0FDA
8D45E1,Upper Darby,2017-04-18,8D45E1
6D4243,Bristol,2016-11-07,6D4243
FDE37C,Pittsburgh,2017-03-03,FDE37C
98C2CE,Levittown,2017-03-04,98C2CE
316C09,Philadelphia,2017-07-31,316C09
454B0D,Reading,2017-04-13,454B0D
C2082D,Lower Merion,2017-06-18,C2082D
69AD76,Philadelphia,2017-02-15,69AD76
F0C0FC,Lancaster,2017-04-12,F0C0FC
BA4A22,Lancaster,2017-02-28,BA4A22
D0AF80,Levittown,2017-02-04,D0AF80
0F0D3B,Reading,2017-03-06,0F0D3B
E2775E,Abington,2017-03-25,E2775E
64F8DF,Reading,2017-09-12,64F8DF
6ACFBB,Harrisburg,2016-11-29,6ACFBB
B154A5,Reading,2017-08-22,B154A5
1179F5,Pittsburgh,2017-05-24,1179F5
9FDC71,Scranton,2017-03-19,9FDC71
3D61A7,Allentown,2017-02-19,3D61A7
47AD78,Harrisburg,2017-03-06,47AD78
8A8C70,Bethlehem,2017-03-24,8A8C70
BB52BF,Bristol,2017-06-14,BB52BF
083F74,Pittsburgh,2017-07-17,083F74
E24E86,Allentown,2016-10-26,E24E86
B7AD17,Bristol,2017-03-26,B7AD17
3D5F7F,Lower Merion,2017-03-27,3D5F7F
EE5485,Scranton,2016-12-14,EE5485
F79822,Scranton,2017-01-06,F79822
352B5E,Philadelphia,2017-05-22,352B5E
2D39BA,Harrisburg,2016-11-11,2D39BA
81A986,Lancaster,2017-07-17,81A986
6DE707,Erie,2017-01-17,6DE707
FC293A,Erie,2017-09-08,FC293A
B35F75,Lower Merion,2017-01-14,B35F75
A8EE75,Philadelphia,2016-12-20,A8EE75
56FA15,Pittsburgh,2017-02-21,56FA15
289C63,Bethlehem,2017-05-20,289C63
31C58D,Bethlehem,2016-10-30,31C58D
66873D,Lancaster,2017-09-07,66873D
D2497E,Bristol,2017-04-01,D2497E
8CDB87,Pittsburgh,2017-05-26,8CDB87
5BCDBB,Bristol,2017-08-13,5BCDBB
5118B7,Harrisburg,2017-02-03,5118B7
797CFA,Reading,2017-09-25,797CFA
A6256B,Lower Merion,2017-09-10,A6256B
09DB53,Upper Darby,2017-05-19,09DB53
CF42E6,Harrisburg,2017-07-17,CF42E6
106EC2,Pittsburgh,2017-07-27,106EC2
91F599,Bensalem,2017-08-08,91F599
56CD4E,Bristol,2017-09-21,56CD4E
E980DE,Philadelphia,2017-06-22,E980DE
DF657F,Philadelphia,2017-02-28,DF657F
99914F,Upper Darby,2016-11-22,99914F
C1BE0D,Abington,2017-05-31,C1BE0D
47C7CE,Bensalem,2017-01-19,47C7CE
FD25A0,Bethlehem,2016-12-21,FD25A0
04B927,Lancaster,2017-01-17,04B927
44B815,Levittown,2017-01-25,44B815
492DD1,Philadelphia,2017-06-23,492DD1
0289B4,Lancaster,2017-05-31,0289B4
BAC765,Upper Darby,2016-12-02,BAC765
BB95A0,Erie,2017-06-06,BB95A0
19882A,Lower Merion,2017-05-26,19882A
8965C1,Scranton,2017-01-23,8965C1
AE7AFE,Erie,2017-08-29,AE7AFE
D86791,Lancaster,2017-07-11,D86791
3C0D86,Pittsburgh,2017-04-25,3C0D86
56DFE3,Lower Merion,2017-03-09,56DFE3
6AD2B0,Bensalem,2016-11-18,6AD2B0
A32B96,Erie,2017-01-14,A32B96
AAF303,Upper Darby,2017-01-28,AAF303
99FA83,Philadelphia,2017-01-11,99FA83
CDBCAC,Harrisburg,2017-06-01,CDBCAC
DC8D75,Lancaster,2016-10-23,DC8D75
F51796,Upper Darby,2017-03-18,F51796
317AD9,Bethlehem,2017-02-27,317AD9
98A03C,Bristol,2017-01-25,98A03C
06130F,Philadelphia,2017-02-02,06130F
00EA7B,Lower Merion,2017-08-04,00EA7B
D2BEC5,Bethlehem,2016-11-27,D2BEC5
FED151,Reading,2017-04-01,FED151
E7F100,Bethlehem,2017-05-18,E7F100
E4C00E,Reading,2017-05-27,E4C00E
86A24B,Lancaster,2017-03-11,86A24B
D807C8,Upper Darby,2017-09-25,D807C8
F92FB3,Allentown,2016-12-20,F92FB3
9085D9,Upper Darby,2017-06-02,9085D9
6ACFAA,Abington,2017-05-08,6ACFAA
AA9171,Bethlehem,2017-04-01,AA9171
6C6FF7,Lancaster,2017-04-10,6C6FF7
E9AD08,Scranton,2017-06-26,E9AD08
AF339F,Bethlehem,2017-07-05,AF339F
023A26,Lancaster,2017-05-10,023A26
17A822,Harrisburg,2017-04-08,17A822
4D4FD0,Philadelphia,2017-09-01,4D4FD0
231EDD,Harrisburg,2016-12-25,231EDD
44DC3B,Pittsburgh,2017-03-08,44DC3B
3960A7,Upper Darby,2016-12-25,3960A7
2F7916,Bensalem,2017-04-15,2F7916
FF543F,Allentown,2017-06-14,FF543F
983EA5,Philadelphia,2017-08-19,983EA5
73467C,Harrisburg,2016-10-28,73467C
922FF1,Upper Darby,2017-09-04,922FF1
25F219,Lower Merion,2017-05-21,25F219
A84189,Levittown,2017-06-08,A84189
22D444,Lancaster,2017-08-24,22D444
DBA545,Bensalem,2016-11-15,DBA545
7D43B6,Erie,2017-02-05,7D43B6
02116F,Lower Merion,2017-05-07,02116F
99E8FD,Pittsburgh,2017-09-10,99E8FD
105ED0,Reading,2017-01-01,105ED0
ED8FDA,Lower Merion,2016-11-11,ED8FDA
4B6D01,Harrisburg,2016-11-06,4B6D01
17A4BC,Bethlehem,2017-03-12,17A4BC
9B8719,Philadelphia,2017-03-08,9B8719
A12AFC,Scranton,2016-12-14,A12AFC
85D008,Bethlehem,2017-07-09,85D008
C2D016,Bethlehem,2017-09-01,C2D016
2D7A9E,Allentown,2017-09-03,2D7A9E
15E9CA,Bristol,2017-01-08,15E9CA
FD113C,Allentown,2017-09-30,FD113C
E920CE,Bethlehem,2016-12-20,E920CE
ACD354,Levittown,2016-10-25,ACD354
42328D,Erie,2017-10-02,42328D
24806A,Levittown,2017-03-06,24806A
1AE65F,Bristol,2016-11-02,1AE65F
0498C6,Upper Darby,2017-05-11,0498C6
DF94C0,Upper Darby,2016-12-02,DF94C0
B6BF80,Lancaster,2017-05-23,B6BF80
6A4F65,Lower Merion,2017-04-13,6A4F65
0CFBCD,Bethlehem,2017-01-21,0CFBCD
E445CF,Bristol,2017-06-18,E445CF
B4A95B,Scranton,2017-09-21,B4A95B
E1E849,Bristol,2017-09-24,E1E849
A02274,Lower Merion,2017-09-12,A02274
BDCDC3,Lancaster,2017-09-28,BDCDC3
39DF58,Bethlehem,2017-07-17,39DF58
997BCE,Abington,2017-01-04,997BCE
A47CC8,Pittsburgh,2017-02-18,A47CC8
78C200,Bristol,2017-07-09,78C200
1DC8A3,Lancaster,2016-11-04,1DC8A3
B9ED0A,Lancaster,2017-06-29,B9ED0A
1C7677,Scranton,2017-05-05,1C7677
E0972F,Lower Merion,2017-08-30,E0972F
FB3833,Reading,2017-01-10,FB3833
72B81A,Bensalem,2017-02-10,72B81A
82E82D,Allentown,2016-12-07,82E82D
6E43E9,Allentown,2016-12-15,6E43E9
D7FA6E,Reading,2016-12-01,D7FA6E
A7D13E,Erie,2017-03-17,A7D13E
C7B823,Scranton,2017-07-04,C7B823
C33B8F,Lower Merion,2017-03-08,C33B8F
EECC3C,Bristol,2017-08-11,EECC3C
F69987,Bethlehem,2016-10-29,F69987
CFAC03,Bensalem,2017-04-09,CFAC03
39086D,Lower Merion,2016-12-14,39086D
15A1E8,Lower Merion,2017-07-27,15A1E8
1685C7,Bristol,2017-06-22,1685C7
4DC57A,Upper Darby,2017-05-01,4DC57A
CE7025,Lower Merion,2017-08-05,CE7025
F60200,Scranton,2016-12-04,F60200
684D78,Abington,2017-08-06,684D78
D39AC6,Upper Darby,2017-02-05,D39AC6
DC8E03,Harrisburg,2016-11-28,DC8E03
FFEFBC,Reading,2017-06-17,FFEFBC
B5E725,Abington,2016-12-31,B5E725
85CA24,Upper Darby,2016-12-27,85CA24
B47FA2,Lower Merion,2017-09-11,B47FA2
4F7984,Scranton,2017-09-24,4F7984
8E127F,Upper Darby,2017-06-05,8E127F
6094EE,Bensalem,2016-11-12,6094EE
655E3B,Upper Darby,2016-12-17,655E3B
EA29AC,Bensalem,2017-01-13,EA29AC
D2D49D,Scranton,2017-04-23,D2D49D
BE2446,Harrisburg,2017-03-17,BE2446
5ADCDF,Pittsburgh,2017-05-12,5ADCDF
5200C9,Lancaster,2017-04-12,5200C9
FF4B5C,Harrisburg,2017-07-01,FF4B5C
A7A995,Scranton,2017-09-26,A7A995
7E85C6,Erie,2017-04-14,7E85C6
A36B89,Harrisburg,2017-01-17,A36B89
87A843,Reading,2017-09-02,87A843
8A1EA4,Erie,2016-11-01,8A1EA4
99444A,Lancaster,2016-11-10,99444A
7068B3,Bethlehem,2017-06-16,7068B3
0CB065,Scranton,2017-05-08,0CB065
EB9C1E,Scranton,2016-12-23,EB9C1E
96708F,Pittsburgh,2016-11-22,96708F
B7806F,Lower Merion,2017-02-02,B7806F
6F011A,Harrisburg,2016-12-04,6F011A
5D9F7F,Scranton,2017-08-03,5D9F7F
38EF05,Bethlehem,2016-12-08,38EF05
4721B8,Harrisburg,2017-01-28,4721B8
ADA449,Bristol,2017-01-06,ADA449
E78E10,Pittsburgh,2016-11-11,E78E10
9F1F94,Abington,2017-04-25,9F1F94
C2F814,Erie,2017-05-04,C2F814
0854A5,Scranton,2017-03-21,0854A5
F7BD15,Pittsburgh,2017-04-26,F7BD15
2CAD1F,Erie,2017-06-06,2CAD1F
2E3F71,Philadelphia,2017-04-10,2E3F71
F3B309,Philadelphia,2017-04-23,F3B309
8B61D8,Lancaster,2017-10-02,8B61D8
0C0E06,Reading,2017-02-18,0C0E06
C05289,Upper Darby,2017-05-12,C05289
36A80C,Scranton,2017-06-19,36A80C
151A15,Scranton,2017-06-03,151A15
ECC8DC,Scranton,2016-12-10,ECC8DC
7DE231,Scranton,2016-12-25,7DE231
6B632A,Pittsburgh,2016-10-29,6B632A
C74F63,Philadelphia,2016-12-11,C74F63
894C56,Allentown,2017-09-04,894C56
502EDF,Lower Merion,2017-04-09,502EDF
9B224A,Erie,2017-07-08,9B224A
42CC0D,Bethlehem,2017-07-29,42CC0D
9A5271,Bethlehem,2017-07-12,9A5271
A29BCB,Bristol,2017-07-10,A29BCB
715D1E,Harrisburg,2016-12-09,715D1E
9FCA57,Levittown,2016-11-15,9FCA57
D95F89,Reading,2016-12-05,D95F89
042DB1,Philadelphia,2017-09-08,042DB1
BBD5D4,Bethlehem,2017-01-20,BBD5D4
D31376,Abington,2017-03-07,D31376
4B2D23,Levittown,2016-11-29,4B2D23
1C9034,Lower Merion,2017-03-28,1C9034
5D7B30,Upper Darby,2016-11-26,5D7B30
63D55F,Allentown,2016-11-09,63D55F
6B5847,Scranton,2016-10-30,6B5847
22066F,Reading,2017-04-13,22066F
39189F,Reading,2017-03-09,39189F
BCDB95,Levittown,2017-08-25,BCDB95
26CA4A,Philadelphia,2016-12-11,26CA4A
DB2B86,Philadelphia,2017-09-19,DB2B86
76ADC2,Upper Darby,2017-09-26,76ADC2
AD86A7,Philadelphia,2017-08-25,AD86A7
299F9F,Harrisburg,2017-04-14,299F9F
2E84AC,Pittsburgh,2017-09-30,2E84AC
78A6C7,Upper Darby,2017-07-09,78A6C7
E78AF5,Pittsburgh,2017-05-05,E78AF5
D2CB1E,Harrisburg,2017-04-12,D2CB1E
63EE76,Reading,2017-01-31,63EE76
13EEB8,Bensalem,2017-05-28,13EEB8
B7C1C8,Bensalem,2017-06-24,B7C1C8
93101D,Bristol,2017-01-22,93101D
D6311B,Abington,2017-01-04,D6311B
28F209,Levittown,2017-04-28,28F209
F05AA9,Scranton,2017-06-06,F05AA9
EEBF30,Bethlehem,2017-05-15,EEBF30
47B029,Scranton,2017-03-26,47B029
FE622E,Lower Merion,2017-03-22,FE622E
B28FA3,Bethlehem,2017-09-20,B28FA3
A0FB5C,Philadelphia,2017-06-11,A0FB5C
99D6EB,Scranton,2016-11-02,99D6EB
B01F86,Lower Merion,2017-07-07,B01F86
8B4472,Allentown,2017-08-23,8B4472
FE2EFD,Levittown,2017-05-20,FE2EFD
